hgnc_id	gene_symbol	ncbi_gene_id	ensembl_gene_id	ucsc_id	refseq_accession	ensembl_transcript_id	uniprot_id
24124	ACTL6A	86	ENSG00000136518	uc003fjw.4	NM_004301	ENST00000429709	O96019
58683	ACTL6A-AS1		ENSG00000272660				
160	ACTL6B	51412	ENSG00000077080	uc003uvy.4	NM_016188	ENST00000160382	O94805
161	ACTL7A	10881	ENSG00000187003	uc004bdj.3	NM_006687	ENST00000333999	Q9Y615
162	ACTL7B	10880	ENSG00000148156	uc004bdi.4	NM_006686	ENST00000374667	Q9Y614
24018	ACTL8	81569	ENSG00000117148	uc001bat.3	NM_030812	ENST00000375406	Q9H568
28494	ACTL9	284382	ENSG00000181786	uc032hly.2	NM_178525	ENST00000324436	Q8TC94
16127	ACTL10	170487	ENSG00000288649	uc002wzt.3	NM_001024675	ENST00000677665	Q5JWF8
44626	ACTL11P	389120	ENSG00000234667		NG_028183		
24758	ACTMAP	284325	ENSG00000188493	uc002oou.1	NM_198476	ENST00000378313	Q5BKX5
163	ACTN1	87	ENSG00000072110	uc001xkl.4	NM_001102	ENST00000394419	P12814
20131	ACTN1-DT	161159	ENSG00000259062	uc031qpf.1	NR_073422		
164	ACTN2	88	ENSG00000077522	uc001hyf.4	NM_001103	ENST00000366578	P35609
165	ACTN3	89	ENSG00000248746	uc021qlz.4	NM_001104	ENST00000513398	Q08043
58248	ACTN3-AS1		ENSG00000250105				
166	ACTN4	81	ENSG00000130402	uc002oja.3	NM_001322033	ENST00000252699	O43707
58572	ACTN4-AS1		ENSG00000267375				
44028	ACTN4P1	344978	ENSG00000213493		NG_022074		
44032	ACTN4P2	391026	ENSG00000214141				
51621	ACTP1	106480335	ENSG00000229890		NG_044542		
167	ACTR1A	10121	ENSG00000138107	uc001kvv.4	NM_005736	ENST00000369905	P61163
54703	ACTR1AP1	100287074	ENSG00000233370		NG_021577		
168	ACTR1B	10120	ENSG00000115073	uc002syb.3	NM_005735	ENST00000289228	P42025
169	ACTR2	10097	ENSG00000138071	uc002sdq.4	NM_001005386	ENST00000260641	P61160
56978	ACTR2P1	100421614	ENSG00000224334		NG_027472		
57006	ACTR2P2	284441	ENSG00000213985		NG_022927		
170	ACTR3	10096	ENSG00000115091	uc002tkx.3	NM_005721	ENST00000263238	P61158
53965	ACTR3-AS1	101060091	ENSG00000228857		NR_110174		
17256	ACTR3B	57180	ENSG00000133627	uc003wle.3	NM_020445	ENST00000256001	Q9P1U1
37724	ACTR3BP1	643050	ENSG00000270242		NG_005799		
38677	ACTR3BP2	440888	ENSG00000226481		NR_027714		
38678	ACTR3BP3	647156	ENSG00000260327		NG_005800		
38681	ACTR3BP4	777774	ENSG00000249283		NG_005802		
38682	ACTR3BP5	399746	ENSG00000227264		NR_045000		
38683	ACTR3BP6	644773	ENSG00000280263		NG_005801		
54971	ACTR3BP7	100289004	ENSG00000226444		NG_068497		
37282	ACTR3C	653857	ENSG00000106526	uc003wgu.3	NM_001164458	ENST00000683684	Q9C0K3
31820	ACTR3P1	100288580			NG_023029		
38676	ACTR3P2	100129013	ENSG00000232267		NG_022669		
38679	ACTR3P3	100128020	ENSG00000242573		NG_022261		
14671	ACTR5	79913	ENSG00000101442	uc002xjd.3	NM_024855	ENST00000243903	Q9H9F9
24025	ACTR6	64431	ENSG00000075089	uc001thb.3	NM_022496	ENST00000188312	Q9GZN1
44210	ACTR6P1	100421495	ENSG00000248915		NG_025147		
14672	ACTR8	93973	ENSG00000113812	uc003dhd.4	NM_022899	ENST00000335754	Q9H981
17372	ACTR10	55860	ENSG00000131966	uc001xdf.4	NM_018477	ENST00000254286	Q9NZ32
24027	ACTRT1	139741	ENSG00000123165	uc004eum.4	NM_138289	ENST00000371124	Q8TDG2
55127	ACTRT1P1	100128268	ENSG00000235239		NG_011795		
24026	ACTRT2	140625	ENSG00000169717	uc001ajz.4	NM_080431	ENST00000378404	Q8TDY3
24022	ACTRT3	84517	ENSG00000184378	uc003ffs.3	NM_032487	ENST00000330368	Q9BYD9
171	ACVR1	90	ENSG00000115170	uc010fog.3	NM_001105	ENST00000434821	Q04771
172	ACVR1B	91	ENSG00000135503	uc001rzn.4	NM_020328	ENST00000257963	P36896
18123	ACVR1C	130399	ENSG00000123612	uc002tzk.5	NM_145259	ENST00000243349	Q8NER5
173	ACVR2A	92	ENSG00000121989	uc002twh.5	NM_001616	ENST00000241416	P27037
174	ACVR2B	93	ENSG00000114739	uc003cif.4	NM_001106	ENST00000352511	Q13705
44161	ACVR2B-AS1	100128640	ENSG00000229589	uc003cie.2	NR_028389		
175	ACVRL1	94	ENSG00000139567	uc001rzj.4	NM_000020	ENST00000388922	P37023
177	ACY1	95	ENSG00000243989	uc003dcp.4	NM_000666	ENST00000636358	Q03154
24104	ACY3	91703	ENSG00000132744	uc001omq.3	NM_080658	ENST00000255082	Q96HD9
179	ACYP1	97	ENSG00000119640	uc001xrg.4	NM_001107	ENST00000238618	P07311
180	ACYP2	98	ENSG00000170634	uc002rxq.5	NM_001320586	ENST00000394666	P14621
186	ADA	100	ENSG00000196839	uc002xmj.4	NM_000022	ENST00000372874	P00813
1839	ADA2	51816	ENSG00000093072	uc062bga.1	NM_001282225	ENST00000399837	Q9NZK5
30713	ADAD1	132612	ENSG00000164113	uc003ieo.4	NM_139243	ENST00000296513	Q96M93
58882	ADAD1-AS1		ENSG00000310421				
44550	ADAD1P1	100422386	ENSG00000270367		NG_016362		
44552	ADAD1P2	100422407	ENSG00000267511		NG_012925		
30714	ADAD2	161931	ENSG00000140955	uc002fhr.3	NM_139174	ENST00000315906	Q8NCV1
58422	ADAD2-AS1	654780	ENSG00000250685		NR_147175		
187	ADAM1A	8759	ENSG00000229186		NG_001216		
44366	ADAM1B	100420505	ENSG00000226469		NG_024129		
198	ADAM2	2515	ENSG00000104755	uc003xnj.5	NM_001464	ENST00000265708	Q99965
209	ADAM3A	1587	ENSG00000197475		NR_001569		
210	ADAM3B	1596	ENSG00000260089		NG_001526		
212	ADAM5	255926	ENSG00000196115		NR_001448		Q6NVV9
213	ADAM6	8755	ENSG00000271968		NR_002224		
214	ADAM7	8756	ENSG00000069206	uc003xeb.4	NM_003817	ENST00000175238	Q9H2U9
56152	ADAM7-AS1	101929294	ENSG00000253535		NR_125808		
56153	ADAM7-AS2	101929315	ENSG00000253643		NR_125809		
215	ADAM8	101	ENSG00000151651	uc021qbe.2	NM_001109	ENST00000445355	P78325
216	ADAM9	8754	ENSG00000168615	uc003xmr.4	NM_003816	ENST00000487273	Q13443
188	ADAM10	102	ENSG00000137845	uc002afd.3	NM_001110	ENST00000260408	O14672
189	ADAM11	4185	ENSG00000073670	uc002ihh.4	NM_002390	ENST00000200557	O75078
190	ADAM12	8038	ENSG00000148848	uc001ljk.4	NM_001288973	ENST00000448723	O43184
193	ADAM15	8751	ENSG00000143537	uc001fgr.3	NM_003815	ENST00000356955	Q13444
195	ADAM17	6868	ENSG00000151694	uc002qzu.5	NM_001382777	ENST00000310823	P78536
196	ADAM18	8749	ENSG00000168619	uc003xni.4	NM_014237	ENST00000265707	Q9Y3Q7
197	ADAM19	8728	ENSG00000135074	uc003lwz.5	NM_033274	ENST00000257527	Q9H013
199	ADAM20	8748	ENSG00000134007	uc001xme.4	NM_003814	ENST00000256389	O43506
20102	ADAM20P1	317760	ENSG00000259158	uc059cwv.1	NR_037933		
43901	ADAM20P2	100533671	ENSG00000248574		NG_028850		
43902	ADAM20P3	644325	ENSG00000249162		NG_023541		
200	ADAM21	8747	ENSG00000139985	uc001xmd.4	NM_003813	ENST00000603540	Q9UKJ8
19822	ADAM21P1	145241	ENSG00000235812		NG_002467		
201	ADAM22	53616	ENSG00000008277	uc003ujn.4	NM_021723	ENST00000413139	Q9P0K1
202	ADAM23	8745	ENSG00000114948	uc002vbq.6	NM_003812	ENST00000264377	O75077
203	ADAM24P	646479	ENSG00000214607		NG_022410		
206	ADAM28	10863	ENSG00000042980	uc003xdy.4	NM_021778	ENST00000265769	Q9UKQ2
207	ADAM29	11086	ENSG00000168594	uc031shw.1	NM_001130703	ENST00000359240	Q9UKF5
208	ADAM30	11085	ENSG00000134249	uc001eij.4	NM_021794	ENST00000369400	Q9UKF2
15479	ADAM32	203102	ENSG00000197140	uc003xmt.5	NM_145004	ENST00000379907	Q8TC27
15478	ADAM33	80332	ENSG00000149451	uc002wit.5	NM_025220	ENST00000356518	Q9BZ11
16299	ADAMDEC1	27299	ENSG00000134028	uc003xdz.2	NM_014479	ENST00000256412	O15204
217	ADAMTS1	9510	ENSG00000154734	uc002ymf.4	NM_006988	ENST00000284984	Q9UHI8
218	ADAMTS2	9509	ENSG00000087116	uc003mjw.3	NM_014244	ENST00000251582	O95450
219	ADAMTS3	9508	ENSG00000156140	uc003hgk.2	NM_014243	ENST00000286657	O15072
40063	ADAMTS3-AS1		ENSG00000250877				
58811	ADAMTS3-AS2		ENSG00000301873				
58812	ADAMTS3-AS3		ENSG00000300789				
220	ADAMTS4	9507	ENSG00000158859	uc001fyt.5	NM_005099	ENST00000367996	O75173
221	ADAMTS5	11096	ENSG00000154736	uc002ymg.4	NM_007038	ENST00000284987	Q9UNA0
222	ADAMTS6	11174	ENSG00000049192	uc003jtp.4	NM_197941	ENST00000381055	Q9UKP5
59062	ADAMTS6-DT		ENSG00000294488				
223	ADAMTS7	11173	ENSG00000136378	uc002bej.4	NM_014272	ENST00000388820	Q9UKP4
49407	ADAMTS7P1	390660	ENSG00000274376		NR_045529		
49409	ADAMTS7P3	400406	ENSG00000261143		NG_028863		
49410	ADAMTS7P4	642935	ENSG00000218052		NG_022116		
56992	ADAMTS7P5	100422416	ENSG00000274717		NG_027439		
224	ADAMTS8	11095	ENSG00000134917	uc001qgg.5	NM_007037	ENST00000257359	Q9UP79
13202	ADAMTS9	56999	ENSG00000163638	uc003dmg.4	NM_001318781	ENST00000498707	Q9P2N4
40625	ADAMTS9-AS1	101929335	ENSG00000241158	uc021xaa.3	NR_110150		
42435	ADAMTS9-AS2	100507098	ENSG00000241684	uc003dml.5	NR_038264		
13201	ADAMTS10	81794	ENSG00000142303	uc002mkj.3	NM_030957	ENST00000597188	Q9H324
58599	ADAMTS10-AS1		ENSG00000267986				
14605	ADAMTS12	81792	ENSG00000151388	uc003jia.3	NM_030955	ENST00000504830	P58397
1366	ADAMTS13	11093	ENSG00000160323	uc004cdv.6	NM_139025	ENST00000355699	Q76LX8
14899	ADAMTS14	140766	ENSG00000138316	uc001jrg.4	NM_080722	ENST00000373207	Q8WXS8
16305	ADAMTS15	170689	ENSG00000166106	uc010scd.3	NM_139055	ENST00000299164	Q8TE58
17108	ADAMTS16	170690	ENSG00000145536	uc003jdl.4	NM_139056	ENST00000274181	Q8TE57
58093	ADAMTS16-AS1		ENSG00000250866				
55548	ADAMTS16-DT	101929176	ENSG00000250579		NR_109915		
17109	ADAMTS17	170691	ENSG00000140470	uc002bvv.2	NM_139057	ENST00000268070	Q8TE56
58617	ADAMTS17-AS1		ENSG00000259356				
17110	ADAMTS18	170692	ENSG00000140873	uc002ffc.4	NM_001326358	ENST00000282849	Q8TE60
17111	ADAMTS19	171019	ENSG00000145808	uc003kvb.2	NM_133638	ENST00000274487	Q8TE59
40797	ADAMTS19-AS1	103689846	ENSG00000249421		NR_125748		
17178	ADAMTS20	80070	ENSG00000173157	uc010skx.3	NM_025003	ENST00000389420	P59510
14632	ADAMTSL1	92949	ENSG00000178031	uc003zne.5	NM_001040272	ENST00000380548	Q8N6G6
14631	ADAMTSL2	9719	ENSG00000197859	uc011mdl.2	NM_014694	ENST00000651351	Q86TH1
14633	ADAMTSL3	57188	ENSG00000156218	uc002bjz.5	NM_207517	ENST00000286744	P82987
19706	ADAMTSL4	54507	ENSG00000143382	uc001eux.5	NM_019032	ENST00000271643	Q6UY14
32041	ADAMTSL4-AS1	574406	ENSG00000203804		NR_104133		Q5T5F5
40895	ADAMTSL4-AS2	100289061	ENSG00000237781		NR_187269		
27912	ADAMTSL5	339366	ENSG00000185761	uc002ltd.2	NM_213604	ENST00000330475	Q6ZMM2
16486	ADAP1	11033	ENSG00000105963	uc003sjo.6	NM_006869	ENST00000265846	O75689
16487	ADAP2	55803	ENSG00000184060	uc002hfx.4	NM_018404	ENST00000330889	Q9NPF8
225	ADAR	103	ENSG00000160710	uc001ffh.4	NM_001111	ENST00000368474	P55265
226	ADARB1	104	ENSG00000197381	uc002zgt.3	NM_015833	ENST00000348831	P78563
227	ADARB2	105	ENSG00000185736	uc009xhq.4	NM_018702	ENST00000381312	Q9NS39
23299	ADARB2-AS1	642394	ENSG00000205696	uc057rfm.1	NR_033387		A8MUL3
228	ADAT1	23536	ENSG00000065457	uc002feo.3	NM_012091	ENST00000564657	Q9BUB4
21172	ADAT2	134637	ENSG00000189007	uc003qjj.4	NM_001286259	ENST00000237283	Q7Z6V5
25151	ADAT3	113179	ENSG00000213638	uc002luh.5	NM_138422	ENST00000329478	Q96EY9
19038	ADCK1	57143	ENSG00000063761	uc001xui.3	NM_020421	ENST00000238561	Q86TW2
19039	ADCK2	90956	ENSG00000133597	uc003vvy.2	NM_052853	ENST00000072869	Q7Z695
21738	ADCK5	203054	ENSG00000173137	uc003zch.5	NM_174922	ENST00000308860	Q3MIX3
229	ADCP1	106					
232	ADCY1	107	ENSG00000164742	uc003tne.5	NM_021116	ENST00000297323	Q08828
233	ADCY2	108	ENSG00000078295	uc003jdz.2	NM_020546	ENST00000338316	Q08462
40064	ADCY2-AS1		ENSG00000250761				
58999	ADCY2-AS2		ENSG00000305555				
234	ADCY3	109	ENSG00000138031	uc002rfs.5	NM_001320613	ENST00000679454	O60266
235	ADCY4	196883	ENSG00000129467	uc001wox.3	NM_001198568	ENST00000418030	Q8NFM4
236	ADCY5	111	ENSG00000173175	uc003egh.3	NM_183357	ENST00000462833	O95622
237	ADCY6	112	ENSG00000174233	uc001rsh.5	NM_020983	ENST00000357869	O43306
53332	ADCY6-DT	100506125	ENSG00000257660		NR_110019		
238	ADCY7	113	ENSG00000121281	uc002egd.3	NM_001114	ENST00000673801	P51828
239	ADCY8	114	ENSG00000155897	uc003ytd.5	NM_001115	ENST00000286355	P40145
240	ADCY9	115	ENSG00000162104	uc002cvx.4	NM_001116	ENST00000294016	O60503
21285	ADCY10	55811	ENSG00000143199	uc001ger.4	NM_018417	ENST00000367851	Q96PN6
44143	ADCY10P1	221442	ENSG00000161912		NR_026938		
241	ADCYAP1	116	ENSG00000141433	uc010dkh.5	NM_001117	ENST00000450565	P18509
242	ADCYAP1R1	117	ENSG00000078549	uc003tca.3	NM_001118	ENST00000304166	P41586
243	ADD1	118	ENSG00000087274	uc003gfq.4	NM_014189	ENST00000683351	P35611
58714	ADD1-DT		ENSG00000296107				
244	ADD2	119	ENSG00000075340	uc061kjo.1	NM_001617	ENST00000264436	P35612
40065	ADD2-AS1		ENSG00000235035				
245	ADD3	120	ENSG00000148700	uc001kyv.4	NM_019903	ENST00000356080	Q9UEY8
48682	ADD3-AS1	100505933	ENSG00000203876		NR_038943		
21212	ADGB	79747	ENSG00000118492	uc010khx.4	NM_024694	ENST00000397944	Q8N7X0
55654	ADGB-DT	101928661	ENSG00000237468		NR_125860		
13838	ADGRA1	84435	ENSG00000197177		NM_001083909	ENST00000392607	Q86SQ6
49543	ADGRA1-AS1	100128127	ENSG00000256925		NR_111905		
17849	ADGRA2	25960	ENSG00000020181		NM_032777	ENST00000412232	Q96PE1
13839	ADGRA3	166647	ENSG00000152990		NM_145290	ENST00000334304	Q8IWK6
55918	ADGRA3P1	100996333	ENSG00000256616		NG_032961		
943	ADGRB1	575	ENSG00000181790		NM_001702	ENST00000517894	O14514
944	ADGRB2	576	ENSG00000121753		NM_001703	ENST00000373658	O60241
945	ADGRB3	577	ENSG00000135298		NM_001704	ENST00000370598	O60242
55774	ADGRB3-DT	101928307	ENSG00000230910		NR_125872		
19893	ADGRD1	283383	ENSG00000111452		NM_198827	ENST00000261654	Q6QNK2
53314	ADGRD1-AS1	105755954	ENSG00000256151		NR_131950		
58275	ADGRD1-AS2		ENSG00000256810				
18651	ADGRD2	347088	ENSG00000180264		NM_182611	ENST00000696331	Q7Z7M1
3336	ADGRE1	2015	ENSG00000174837		NM_001256252	ENST00000312053	Q14246
3337	ADGRE2	30817	ENSG00000127507		NM_001271052	ENST00000315576	Q9UHX3
23647	ADGRE3	84658	ENSG00000131355		NM_032571	ENST00000253673	Q9BY15
19240	ADGRE4P	326342	ENSG00000268758		NR_024075		Q86SQ3
1711	ADGRE5	976	ENSG00000123146		NM_078481	ENST00000242786	P48960
18990	ADGRF1	266977	ENSG00000153292		NM_153840	ENST00000371253	Q5T601
18991	ADGRF2P	222611	ENSG00000164393		NM_153839		Q8IZF7
18989	ADGRF3	165082	ENSG00000173567		NM_153835	ENST00000651242	Q8IZF5
19011	ADGRF4	221393	ENSG00000153294		NM_153838	ENST00000283303	Q8IZF3
19030	ADGRF5	221395	ENSG00000069122		NM_015234	ENST00000283296	Q8IZF2
40864	ADGRF5-AS1	101926962	ENSG00000225730		NR_110658		
32922	ADGRF5P1	389740	ENSG00000227582		NG_021620		
32921	ADGRF5P2	441416	ENSG00000204818		NG_021616		
4512	ADGRG1	9289	ENSG00000205336		NM_001145770	ENST00000562631	Q9Y653
4516	ADGRG2	10149	ENSG00000173698		NM_001079858	ENST00000379869	Q8IZP9
13728	ADGRG3	222487	ENSG00000182885		NM_170776	ENST00000333493	Q86Y34
18992	ADGRG4	139378	ENSG00000156920		NM_153834	ENST00000394143	Q8IZF6
19010	ADGRG5	221188	ENSG00000159618		NM_153837	ENST00000349457	Q8IZF4
13841	ADGRG6	57211	ENSG00000112414		NM_001032394	ENST00000367609	Q86SQ4
19241	ADGRG7	84873	ENSG00000144820		NM_001308362	ENST00000273352	Q96K78
20973	ADGRL1	22859	ENSG00000072071		NM_014921	ENST00000361434	O94910
55309	ADGRL1-AS1	100507373	ENSG00000267169		NR_045214		
18582	ADGRL2	23266	ENSG00000117114		NM_012302	ENST00000686636	O95490
20974	ADGRL3	23284	ENSG00000150471		NM_001322246	ENST00000683033	Q9HAR2
50604	ADGRL3-AS1	101927186	ENSG00000248692		NR_110595		
58798	ADGRL3-AS2		ENSG00000205682				
58799	ADGRL3-AS3		ENSG00000289308				
20822	ADGRL4	64123	ENSG00000162618		NM_022159	ENST00000370742	Q9HBW9
17416	ADGRV1	84059	ENSG00000164199		NM_032119	ENST00000405460	Q8WXG9
59094	ADGRV1-AS1	105379077					
249	ADH1A	124	ENSG00000187758	uc003hur.3	NM_000667	ENST00000209668	P07327
250	ADH1B	125	ENSG00000196616	uc003hus.6	NM_000668	ENST00000305046	P00325
251	ADH1C	126	ENSG00000248144	uc032trd.2	NM_000669	ENST00000515683	P00326
252	ADH4	127	ENSG00000198099	uc003hun.4	NM_000670	ENST00000265512	P08319
253	ADH5	128	ENSG00000197894	uc003hui.5	NM_000671	ENST00000296412	P11766
22976	ADH5P2	343296	ENSG00000232676		NG_008685		
22991	ADH5P3	100131810	ENSG00000223694		NG_008686		
21377	ADH5P4	642443	ENSG00000233859		XM_208352		
54523	ADH5P5	115945146	ENSG00000234865		NG_068489		
255	ADH6	130	ENSG00000172955	uc003hup.5	NM_000672	ENST00000394899	P28332
256	ADH7	131	ENSG00000196344	uc062ylg.1	NM_000673	ENST00000437033	P40394
16354	ADHFE1	137872	ENSG00000147576	uc003xwb.5	NM_144650	ENST00000396623	Q8IWW8
30576	ADI1	55256	ENSG00000182551	uc002qxp.5	NM_018269	ENST00000327435	Q9BV57
52339	ADI1P1	100130936	ENSG00000235102		NG_007499		
52340	ADI1P2	100288971	ENSG00000250684		NG_021206		
52341	ADI1P3	100288129	ENSG00000258369		NG_021715		
28606	ADIG	149685	ENSG00000182035	uc002xjb.1	NM_001018082	ENST00000537425	Q0VDE8
56273	ADIPINT	125906382	ENSG00000292223		NR_176917		
13633	ADIPOQ	9370	ENSG00000181092	uc003fra.4	NM_004797	ENST00000320741	Q15848
40648	ADIPOQ-AS1	100874095	ENSG00000226482	uc031sct.2	NR_046662		
24040	ADIPOR1	51094	ENSG00000159346	uc001gyq.7	NM_015999	ENST00000340990	Q96A54
44910	ADIPOR1P1	645220	ENSG00000232497		NG_022165		
44911	ADIPOR1P2	390503	ENSG00000258805		NG_022863		
24041	ADIPOR2	79602	ENSG00000006831	uc001qjm.4	NM_024551	ENST00000357103	Q86V24
24043	ADIRF	10974	ENSG00000148671	uc001ked.3	NM_006829	ENST00000372013	Q15847
45127	ADIRF-AS1	100133190	ENSG00000272734	uc057uqy.1	NR_170177		
15873	ADISSP	54976	ENSG00000101220	uc002wji.3	NM_001039140	ENST00000379772	Q9GZN8
58498	ADISSPP1	390314	ENSG00000271547		NG_021688		
58499	ADISSPP2	647086	ENSG00000260082		NG_030245		
257	ADK	132	ENSG00000156110	uc001jwi.4	NM_006721	ENST00000539909	P55263
58381	ADK-AS1	102723439	ENSG00000232342		NR_120673		
259	ADM	133	ENSG00000148926	uc001mil.2	NM_001124	ENST00000278175	P35318
55516	ADM-DT	105376544	ENSG00000254554				
28898	ADM2	79924	ENSG00000128165	uc003blj.4	NM_024866	ENST00000395737	Q7Z4H4
27293	ADM5	199800	ENSG00000224420	uc002pph.3	NM_001101340	ENST00000420022	C9JUS6
15766	ADNP	23394	ENSG00000101126	uc002xvt.3	NM_181442	ENST00000621696	Q9H2P0
51227	ADNP-AS1	101927631	ENSG00000259456		NR_110009		
23803	ADNP2	22850	ENSG00000101544	uc032hie.2	NM_014913	ENST00000262198	Q6IQ32
23506	ADO	84890	ENSG00000181915	uc001jmg.4	NM_032804	ENST00000373783	Q96SZ5
262	ADORA1	134	ENSG00000163485	uc057onx.1	NM_000674	ENST00000337894	P30542
40067	ADORA1-AS1		ENSG00000224671				
40066	ADORA1-AS2		ENSG00000234775				
263	ADORA2A	135	ENSG00000128271	uc002zzy.6	NM_000675	ENST00000337539	P29274
37122	ADORA2A-AS1	646023	ENSG00000178803	uc062cjs.1	NR_028483		P86434
264	ADORA2B	136	ENSG00000170425	uc002gpd.2	NM_000676	ENST00000304222	P29275
265	ADORA2BP1	137	ENSG00000236136		NG_000843		
268	ADORA3	140	ENSG00000282608	uc001ebh.5	NM_000677|NM_020683	ENST00000241356	P0DMS8
25250	ADPGK	83440	ENSG00000159322	uc002avf.5	NM_031284	ENST00000456471	Q9BRR6
44144	ADPGK-AS1	100287559	ENSG00000260898	uc002avk.1	NR_040107		
269	ADPRH	141	ENSG00000144843	uc062mux.1	NM_001125	ENST00000357003	P54922
58775	ADPRH-AS1		ENSG00000272967				
21303	ADPRHL1	113622	ENSG00000153531	uc001vtq.3	NM_138430	ENST00000612156	Q8NDY3
30925	ADPRM	56985	ENSG00000170222	uc002gmt.4	NM_020233	ENST00000379774	Q3LIE5
21304	ADPRS	54936	ENSG00000116863	uc001bzt.4	NM_017825	ENST00000373178	Q9NX46
277	ADRA1A	148	ENSG00000120907	uc010lun.2	NM_033303	ENST00000380573	P35348
278	ADRA1B	147	ENSG00000170214	uc003lxt.2	NM_000679	ENST00000306675	P35368
280	ADRA1D	146	ENSG00000171873	uc002wkr.3	NM_000678	ENST00000379453	P25100
281	ADRA2A	150	ENSG00000150594	uc001kzo.4	NM_000681	ENST00000280155	P08913
282	ADRA2B	151	ENSG00000274286	uc032nvj.2	NM_000682	ENST00000620793	P18089
283	ADRA2C	152	ENSG00000184160	uc003ghm.4	NM_000683	ENST00000330055	P18825
285	ADRB1	153	ENSG00000043591	uc001lba.4	NM_000684	ENST00000369295	P08588
286	ADRB2	154	ENSG00000169252	uc003lpr.3	NM_000024	ENST00000305988	P07550
288	ADRB3	155	ENSG00000188778	uc003xkr.3	NM_000025	ENST00000345060	P13945
15759	ADRM1	11047	ENSG00000130706	uc002ycn.5	NM_001281437	ENST00000253003	Q16186
291	ADSL	158	ENSG00000239900	uc003ayp.5	NM_000026	ENST00000623063	P30566
20093	ADSS1	122622	ENSG00000185100	uc001ypd.5	NM_001320424	ENST00000330877	Q8N142
292	ADSS2	159	ENSG00000035687	uc001iaj.4	NM_001126	ENST00000366535	P30520
21214	ADTRP	84830	ENSG00000111863	uc003nab.4	NM_032744	ENST00000414691	Q96IZ2
303	AEBP1	165	ENSG00000106624	uc003tkb.5	NM_001129	ENST00000223357	Q8IUX7
24051	AEBP2	121536	ENSG00000139154	uc001ref.2	NM_153207	ENST00000266508	Q6ZN18
25722	AEN	64782	ENSG00000181026	uc002bmt.3	NM_022767	ENST00000332810	Q8WTP8
24017	AFAP1	60312	ENSG00000196526	uc003gkg.2	NM_021638	ENST00000420658	Q8N556
28141	AFAP1-AS1	84740	ENSG00000272620	uc003gkd.5	NR_026892		
58726	AFAP1-AS2	124900656	ENSG00000287164				
26714	AFAP1L1	134265	ENSG00000157510	uc003lqh.4	NM_152406	ENST00000296721	Q8TED9
25901	AFAP1L2	84632	ENSG00000169129	uc001lbn.5	NM_032550	ENST00000304129	Q8N4X5
7137	AFDN	4301	ENSG00000130396	uc063sxr.1	NM_005936	ENST00000683244	P55196
21236	AFDN-DT	653483	ENSG00000198221	uc003qwa.3	NR_027906		
7135	AFF1	4299	ENSG00000172493	uc003hqj.5	NM_005935	ENST00000395146	P51825
53447	AFF1-AS1	100506746			NR_038841		
3776	AFF2	2334	ENSG00000155966	uc004fcp.3	NM_002025	ENST00000370460	P51816
41334	AFF2-IT1	100874269	ENSG00000223516	uc065bmd.1			
6473	AFF3	3899	ENSG00000144218	uc002tah.2	NM_002285	ENST00000672756	P51826
17869	AFF4	27125	ENSG00000072364	uc003kyd.4	NM_014423	ENST00000265343	Q9UHB7
55235	AFF4-DT	124901065	ENSG00000272023		NR_186175		
56526	AFF4P1	127460875	ENSG00000249820				
16411	AFG1L	246269	ENSG00000135537	uc003psj.4	NM_145315	ENST00000368977	Q8WV93
18119	AFG2A	166378	ENSG00000145375	uc003iez.5	NM_145207	ENST00000274008	Q8NB90
28762	AFG2B	79029	ENSG00000171763	uc001zve.4	NM_024063	ENST00000305560	Q9BVQ7
314	AFG3L1P	172	ENSG00000223959		NR_003226		
315	AFG3L2	10939	ENSG00000141385	uc002kqz.3	NM_006796	ENST00000269143	Q9Y4W6
24169	AFG3L2P1	347028	ENSG00000253606		NG_016585		
316	AFM	173	ENSG00000079557	uc003hhb.4	NM_001133	ENST00000226355	P43652
20910	AFMID	125061	ENSG00000183077	uc002jva.3	NM_001145526	ENST00000409257	Q63HM1
317	AFP	174	ENSG00000081051	uc003hgz.3	NM_001134	ENST00000395792	P02771
25951	AFTPH	54812	ENSG00000119844	uc002sdb.5	NM_017657	ENST00000409933	Q6ULP2
52788	AFTPH-DT	101927402	ENSG00000260101		NR_136167		
318	AGA	175	ENSG00000038002	uc003iuu.3	NM_000027	ENST00000264595	P20933
27730	AGA-DT	285500	ENSG00000250131		NR_183777		
16922	AGAP1	116987	ENSG00000157985	uc002vvt.4	NM_014914	ENST00000304032	Q9UPQ3
41427	AGAP1-IT1	100506749	ENSG00000235529	uc061txt.1	NR_131900		
16921	AGAP2	116986	ENSG00000135439	uc001spr.4	NM_014770	ENST00000547588	Q99490
48633	AGAP2-AS1	100130776	ENSG00000255737		NR_027032		
16923	AGAP3	116988	ENSG00000133612	uc003wjg.3	NM_031946	ENST00000397238	Q96P47
23459	AGAP4	119016	ENSG00000188234	uc057szm.1	NM_133446	ENST00000616763	Q96P64
23467	AGAP5	729092	ENSG00000172650	uc009xri.4	NM_001144000	ENST00000374094	A6NIR3
23466	AGAP6	414189	ENSG00000204149	uc001jix.5	NM_001077665	ENST00000412531	Q5VW22
23465	AGAP7P	653268	ENSG00000264204		NR_126580		Q5VUJ5
23463	AGAP9	642517	ENSG00000204172	uc031wfn.1	NM_001190810	ENST00000452145	Q5VTM2
